x,y,z
 -3.2000,  -3.6000,  23.2000
 -3.2000,  -3.5000,  22.4900
 -3.2000,  -3.4000,  21.8000
 -3.2000,  -3.3000,  21.1300
 -3.2000,  -3.2000,  20.4800
 -3.2000,  -3.1000,  19.8500
 -3.2000,  -3.0000,  19.2400
 -3.2000,  -2.9000,  18.6500
 -3.2000,  -2.8000,  18.0800
 -3.2000,  -2.7000,  17.5300
 -3.2000,  -2.6000,  17.0000
 -3.2000,  -2.5000,  16.4900
 -3.2000,  -2.4000,  16.0000
 -3.2000,  -2.3000,  15.5300
 -3.2000,  -2.2000,  15.0800
 -3.2000,  -2.1000,  14.6500
 -3.2000,  -2.0000,  14.2400
 -3.2000,  -1.9000,  13.8500
 -3.2000,  -1.8000,  13.4800
 -3.2000,  -1.7000,  13.1300
 -3.2000,  -1.6000,  12.8000
 -3.2000,  -1.5000,  12.4900
 -3.2000,  -1.4000,  12.2000
 -3.2000,  -1.3000,  11.9300
 -3.2000,  -1.2000,  11.6800
 -3.2000,  -1.1000,  11.4500
 -3.2000,  -1.0000,  11.2400
 -3.2000,  -0.9000,  11.0500
 -3.2000,  -0.8000,  10.8800
 -3.2000,  -0.7000,  10.7300
 -3.2000,  -0.6000,  10.6000
 -3.2000,  -0.5000,  10.4900
 -3.2000,  -0.4000,  10.4000
 -3.2000,  -0.3000,  10.3300
 -3.2000,  -0.2000,  10.2800
 -3.2000,  -0.1000,  10.2500
 -3.2000,   0.0000,  10.2400
 -3.2000,   0.1000,  10.2500
 -3.2000,   0.2000,  10.2800
 -3.2000,   0.3000,  10.3300
 -3.2000,   0.4000,  10.4000
 -3.2000,   0.5000,  10.4900
 -3.2000,   0.6000,  10.6000
 -3.2000,   0.7000,  10.7300
 -3.2000,   0.8000,  10.8800
 -3.2000,   0.9000,  11.0500
 -3.2000,   1.0000,  11.2400
 -3.2000,   1.1000,  11.4500
 -3.2000,   1.2000,  11.6800
 -3.2000,   1.3000,  11.9300
 -3.2000,   1.4000,  12.2000
 -3.2000,   1.5000,  12.4900
 -3.2000,   1.6000,  12.8000
 -3.2000,   1.7000,  13.1300
 -3.2000,   1.8000,  13.4800
 -3.2000,   1.9000,  13.8500
 -3.2000,   2.0000,  14.2400
 -3.2000,   2.1000,  14.6500
 -3.2000,   2.2000,  15.0800
 -3.2000,   2.3000,  15.5300
 -3.2000,   2.4000,  16.0000
 -3.2000,   2.5000,  16.4900
 -3.2000,   2.6000,  17.0000
 -3.2000,   2.7000,  17.5300
 -3.2000,   2.8000,  18.0800
 -3.2000,   2.9000,  18.6500
 -3.2000,   3.0000,  19.2400
 -3.2000,   3.1000,  19.8500
 -3.2000,   3.2000,  20.4800
 -3.2000,   3.3000,  21.1300
 -3.2000,   3.4000,  21.8000
 -3.2000,   3.5000,  22.4900
 -3.2000,   3.6000,  23.2000
 -3.2000,   3.7000,  23.9300
 -3.2000,   3.8000,  24.6800
 -3.2000,   3.9000,  25.4500
 -3.2000,   4.0000,  26.2400
 -3.2000,   4.1000,  27.0500
 -3.2000,   4.2000,  27.8800
 -3.2000,   4.3000,  28.7300
 -3.2000,   4.4000,  29.6000
 -3.2000,   4.5000,  30.4900
 -3.2000,   4.6000,  31.4000
 -3.2000,   4.7000,  32.3300
 -3.2000,   4.8000,  33.2800
 -3.2000,   4.9000,  34.2500
 -3.1000,  -5.0000,  34.6100
 -3.1000,  -4.9000,  33.6200
 -3.1000,  -4.8000,  32.6500
 -3.1000,  -4.7000,  31.7000
 -3.1000,  -4.6000,  30.7700
 -3.1000,  -4.5000,  29.8600
 -3.1000,  -4.4000,  28.9700
 -3.1000,  -4.3000,  28.1000
 -3.1000,  -4.2000,  27.2500
 -3.1000,  -4.1000,  26.4200
 -3.1000,  -4.0000,  25.6100
 -3.1000,  -3.9000,  24.8200
 -3.1000,  -3.8000,  24.0500
 -3.1000,  -3.7000,  23.3000
 -3.1000,  -3.6000,  22.5700
 -3.1000,  -3.5000,  21.8600
 -3.1000,  -3.4000,  21.1700
 -3.1000,  -3.3000,  20.5000
 -3.1000,  -3.2000,  19.8500
 -3.1000,  -3.1000,  19.2200
 -3.1000,  -3.0000,  18.6100
 -3.1000,  -2.9000,  18.0200
 -3.1000,  -2.8000,  17.4500
 -3.1000,  -2.7000,  16.9000
 -3.1000,  -2.6000,  16.3700
 -3.1000,  -2.5000,  15.8600
 -3.1000,  -2.4000,  15.3700
 -3.1000,  -2.3000,  14.9000
 -3.1000,  -2.2000,  14.4500
 -3.1000,  -2.1000,  14.0200
 -3.1000,  -2.0000,  13.6100
 -3.1000,  -1.9000,  13.2200
 -3.1000,  -1.8000,  12.8500
 -3.1000,  -1.7000,  12.5000
 -3.1000,  -1.6000,  12.1700
 -3.1000,  -1.5000,  11.8600
 -3.1000,  -1.4000,  11.5700
 -3.1000,  -1.3000,  11.3000
 -3.1000,  -1.2000,  11.0500
 -3.1000,  -1.1000,  10.8200
 -3.1000,  -1.0000,  10.6100
 -3.1000,  -0.9000,  10.4200
 -3.1000,  -0.8000,  10.2500
 -3.1000,  -0.7000,  10.1000
 -3.1000,  -0.6000,   9.9700
 -3.1000,  -0.5000,   9.8600
 -3.1000,  -0.4000,   9.7700
 -3.1000,  -0.3000,   9.7000
 -3.1000,  -0.2000,   9.6500
 -3.1000,  -0.1000,   9.6200
 -3.1000,   0.0000,   9.6100
 -3.1000,   0.1000,   9.6200
 -3.1000,   0.2000,   9.6500
 -3.1000,   0.3000,   9.7000
 -3.1000,   0.4000,   9.7700
 -3.1000,   0.5000,   9.8600
 -3.1000,   0.6000,   9.9700
 -3.1000,   0.7000,  10.1000
 -3.1000,   0.8000,  10.2500
 -3.1000,   0.9000,  10.4200
 -3.1000,   1.0000,  10.6100
 -3.1000,   1.1000,  10.8200
 -3.1000,   1.2000,  11.0500
 -3.1000,   1.3000,  11.3000
 -3.1000,   1.4000,  11.5700
 -3.1000,   1.5000,  11.8600
 -3.1000,   1.6000,  12.1700
 -3.1000,   1.7000,  12.5000
 -3.1000,   1.8000,  12.8500
 -3.1000,   1.9000,  13.2200
 -3.1000,   2.0000,  13.6100
 -3.1000,   2.1000,  14.0200
 -3.1000,   2.2000,  14.4500
 -3.1000,   2.3000,  14.9000
 -3.1000,   2.4000,  15.3700
 -3.1000,   2.5000,  15.8600
 -3.1000,   2.6000,  16.3700
 -3.1000,   2.7000,  16.9000
 -3.1000,   2.8000,  17.4500
 -3.1000,   2.9000,  18.0200
 -3.1000,   3.0000,  18.6100
 -3.1000,   3.1000,  19.2200
 -3.1000,   3.2000,  19.8500
 -3.1000,   3.3000,  20.5000
 -3.1000,   3.4000,  21.1700
 -3.1000,   3.5000,  21.8600
 -3.1000,   3.6000,  22.5700
 -3.1000,   3.7000,  23.3000
 -3.1000,   3.8000,  24.0500
 -3.1000,   3.9000,  24.8200
 -3.1000,   4.0000,  25.6100
 -3.1000,   4.1000,  26.4200
 -3.1000,   4.2000,  27.2500
 -3.1000,   4.3000,  28.1000
 -3.1000,   4.4000,  28.9700
 -3.1000,   4.5000,  29.8600
 -3.1000,   4.6000,  30.7700
 -3.1000,   4.7000,  31.7000
 -3.1000,   4.8000,  32.6500
 -3.1000,   4.9000,  33.6200
 -3.0000,  -5.0000,  34.0000
 -3.0000,  -4.9000,  33.0100
 -3.0000,  -4.8000,  32.0400
 -3.0000,  -4.7000,  31.0900
 -3.0000,  -4.6000,  30.1600
 -3.0000,  -4.5000,  29.2500
 -3.0000,  -4.4000,  28.3600
 -3.0000,  -4.3000,  27.4900
 -3.0000,  -4.2000,  26.6400
 -3.0000,  -4.1000,  25.8100
 -3.0000,  -4.0000,  25.0000
 -3.0000,  -3.9000,  24.2100
 -3.0000,  -3.8000,  23.4400
 -3.0000,  -3.7000,  22.6900
 -3.0000,  -3.6000,  21.9600
 -3.0000,  -3.5000,  21.2500
 -3.0000,  -3.4000,  20.5600
 -3.0000,  -3.3000,  19.8900
 -3.0000,  -3.2000,  19.2400
 -3.0000,  -3.1000,  18.6100
 -3.0000,  -3.0000,  18.0000
 -3.0000,  -2.9000,  17.4100
 -3.0000,  -2.8000,  16.8400
 -3.0000,  -2.7000,  16.2900
 -3.0000,  -2.6000,  15.7600
 -3.0000,  -2.5000,  15.2500
 -3.0000,  -2.4000,  14.7600
 -3.0000,  -2.3000,  14.2900
 -3.0000,  -2.2000,  13.8400
 -3.0000,  -2.1000,  13.4100
 -3.0000,  -2.0000,  13.0000
 -3.0000,  -1.9000,  12.6100
 -3.0000,  -1.8000,  12.2400
 -3.0000,  -1.7000,  11.8900
 -3.0000,  -1.6000,  11.5600
 -3.0000,  -1.5000,  11.2500
 -3.0000,  -1.4000,  10.9600
 -3.0000,  -1.3000,  10.6900
 -3.0000,  -1.2000,  10.4400
 -3.0000,  -1.1000,  10.2100
 -3.0000,  -1.0000,  10.0000
 -3.0000,  -0.9000,   9.8100
 -3.0000,  -0.8000,   9.6400
 -3.0000,  -0.7000,   9.4900
 -3.0000,  -0.6000,   9.3600
 -3.0000,  -0.5000,   9.2500
 -3.0000,  -0.4000,   9.1600
 -3.0000,  -0.3000,   9.0900
 -3.0000,  -0.2000,   9.0400
 -3.0000,  -0.1000,   9.0100
 -3.0000,   0.0000,   9.0000
 -3.0000,   0.1000,   9.0100
 -3.0000,   0.2000,   9.0400
 -3.0000,   0.3000,   9.0900
 -3.0000,   0.4000,   9.1600
 -3.0000,   0.5000,   9.2500
 -3.0000,   0.6000,   9.3600
 -3.0000,   0.7000,   9.4900
 -3.0000,   0.8000,   9.6400
 -3.0000,   0.9000,   9.8100
 -3.0000,   1.0000,  10.0000
 -3.0000,   1.1000,  10.2100
 -3.0000,   1.2000,  10.4400
 -3.0000,   1.3000,  10.6900
 -3.0000,   1.4000,  10.9600
 -3.0000,   1.5000,  11.2500
 -3.0000,   1.6000,  11.5600
 -3.0000,   1.7000,  11.8900
 -3.0000,   1.8000,  12.2400
 -3.0000,   1.9000,  12.6100
 -3.0000,   2.0000,  13.0000
 -3.0000,   2.1000,  13.4100
 -3.0000,   2.2000,  13.8400
 -3.0000,   2.3000,  14.2900
 -3.0000,   2.4000,  14.7600
 -3.0000,   2.5000,  15.2500
 -3.0000,   2.6000,  15.7600
 -3.0000,   2.7000,  16.2900
 -3.0000,   2.8000,  16.8400
 -3.0000,   2.9000,  17.4100
 -3.0000,   3.0000,  18.0000
 -3.0000,   3.1000,  18.6100
 -3.0000,   3.2000,  19.2400
 -3.0000,   3.3000,  19.8900
 -3.0000,   3.4000,  20.5600
 -3.0000,   3.5000,  21.2500
 -3.0000,   3.6000,  21.9600
 -3.0000,   3.7000,  22.6900
 -3.0000,   3.8000,  23.4400
 -3.0000,   3.9000,  24.2100
 -3.0000,   4.0000,  25.0000
 -3.0000,   4.1000,  25.8100
 -3.0000,   4.2000,  26.6400
 -3.0000,   4.3000,  27.4900
 -3.0000,   4.4000,  28.3600
 -3.0000,   4.5000,  29.2500
 -3.0000,   4.6000,  30.1600
 -3.0000,   4.7000,  31.0900
 -3.0000,   4.8000,  32.0400
 -3.0000,   4.9000,  33.0100
 -2.9000,  -5.0000,  33.4100
 -2.9000,  -4.9000,  32.4200
 -2.9000,  -4.8000,  31.4500
 -2.9000,  -4.7000,  30.5000
 -2.9000,  -4.6000,  29.5700
 -2.9000,  -4.5000,  28.6600
 -2.9000,  -4.4000,  27.7700
 -2.9000,  -4.3000,  26.9000
 -2.9000,  -4.2000,  26.0500
 -2.9000,  -4.1000,  25.2200
 -2.9000,  -4.0000,  24.4100
 -2.9000,  -3.9000,  23.6200
 -2.9000,  -3.8000,  22.8500
 -2.9000,  -3.7000,  22.1000
 -2.9000,  -3.6000,  21.3700
 -2.9000,  -3.5000,  20.6600
 -2.9000,  -3.4000,  19.9700
 -2.9000,  -3.3000,  19.3000
 -2.9000,  -3.2000,  18.6500
 -2.9000,  -3.1000,  18.0200
 -2.9000,  -3.0000,  17.4100
 -2.9000,  -2.9000,  16.8200
 -2.9000,  -2.8000,  16.2500
 -2.9000,  -2.7000,  15.7000
 -2.9000,  -2.6000,  15.1700
 -2.9000,  -2.5000,  14.6600
 -2.9000,  -2.4000,  14.1700
 -2.9000,  -2.3000,  13.7000
 -2.9000,  -2.2000,  13.2500
 -2.9000,  -2.1000,  12.8200
 -2.9000,  -2.0000,  12.4100
 -2.9000,  -1.9000,  12.0200
 -2.9000,  -1.8000,  11.6500
 -2.9000,  -1.7000,  11.3000
 -2.9000,  -1.6000,  10.9700
 -2.9000,  -1.5000,  10.6600
 -2.9000,  -1.4000,  10.3700
 -2.9000,  -1.3000,  10.1000
 -2.9000,  -1.2000,   9.8500
 -2.9000,  -1.1000,   9.6200
 -2.9000,  -1.0000,   9.4100
 -2.9000,  -0.9000,   9.2200
 -2.9000,  -0.8000,   9.0500
 -2.9000,  -0.7000,   8.9000
 -2.9000,  -0.6000,   8.7700
 -2.9000,  -0.5000,   8.6600
 -2.9000,  -0.4000,   8.5700
 -2.9000,  -0.3000,   8.5000
 -2.9000,  -0.2000,   8.4500
 -2.9000,  -0.1000,   8.4200
 -2.9000,   0.0000,   8.4100
 -2.9000,   0.1000,   8.4200
 -2.9000,   0.2000,   8.4500
 -2.9000,   0.3000,   8.5000
 -2.9000,   0.4000,   8.5700
 -2.9000,   0.5000,   8.6600
 -2.9000,   0.6000,   8.7700
 -2.9000,   0.7000,   8.9000
 -2.9000,   0.8000,   9.0500
 -2.9000,   0.9000,   9.2200
 -2.9000,   1.0000,   9.4100
 -2.9000,   1.1000,   9.6200
 -2.9000,   1.2000,   9.8500
 -2.9000,   1.3000,  10.1000
 -2.9000,   1.4000,  10.3700
 -2.9000,   1.5000,  10.6600
 -2.9000,   1.6000,  10.9700
 -2.9000,   1.7000,  11.3000
 -2.9000,   1.8000,  11.6500
 -2.9000,   1.9000,  12.0200
 -2.9000,   2.0000,  12.4100
 -2.9000,   2.1000,  12.8200
 -2.9000,   2.2000,  13.2500
 -2.9000,   2.3000,  13.7000
 -2.9000,   2.4000,  14.1700
 -2.9000,   2.5000,  14.6600
 -2.9000,   2.6000,  15.1700
 -2.9000,   2.7000,  15.7000
 -2.9000,   2.8000,  16.2500
 -2.9000,   2.9000,  16.8200
 -2.9000,   3.0000,  17.4100
 -2.9000,   3.1000,  18.0200
 -2.9000,   3.2000,  18.6500
 -2.9000,   3.3000,  19.3000
 -2.9000,   3.4000,  19.9700
 -2.9000,   3.5000,  20.6600
 -2.9000,   3.6000,  21.3700
 -2.9000,   3.7000,  22.1000
 -2.9000,   3.8000,  22.8500
 -2.9000,   3.9000,  23.6200
 -2.9000,   4.0000,  24.4100
 -2.9000,   4.1000,  25.2200
 -2.9000,   4.2000,  26.0500
 -2.9000,   4.3000,  26.9000
 -2.9000,   4.4000,  27.7700
 -2.9000,   4.5000,  28.6600
 -2.9000,   4.6000,  29.5700
 -2.9000,   4.7000,  30.5000
 -2.9000,   4.8000,  31.4500
 -2.9000,   4.9000,  32.4200
 -2.8000,  -5.0000,  32.8400
 -2.8000,  -4.9000,  31.8500
 -2.8000,  -4.8000,  30.8800
 -2.8000,  -4.7000,  29.9300
 -2.8000,  -4.6000,  29.0000
 -2.8000,  -4.5000,  28.0900
 -2.8000,  -4.4000,  27.2000
 -2.8000,  -4.3000,  26.3300
 -2.8000,  -4.2000,  25.4800
 -2.8000,  -4.1000,  24.6500
 -2.8000,  -4.0000,  23.8400
 -2.8000,  -3.9000,  23.0500
 -2.8000,  -3.8000,  22.2800
 -2.8000,  -3.7000,  21.5300
 -2.8000,  -3.6000,  20.8000
 -2.8000,  -3.5000,  20.0900
 -2.8000,  -3.4000,  19.4000
 -2.8000,  -3.3000,  18.7300
 -2.8000,  -3.2000,  18.0800
 -2.8000,  -3.1000,  17.4500
 -2.8000,  -3.0000,  16.8400
 -2.8000,  -2.9000,  16.2500
 -2.8000,  -2.8000,  15.6800
 -2.8000,  -2.7000,  15.1300
 -2.8000,  -2.6000,  14.6000
 -2.8000,  -2.5000,  14.0900
 -2.8000,  -2.4000,  13.6000
 -2.8000,  -2.3000,  13.1300
 -2.8000,  -2.2000,  12.6800
 -2.8000,  -2.1000,  12.2500
 -2.8000,  -2.0000,  11.8400
 -2.8000,  -1.9000,  11.4500
 -2.8000,  -1.8000,  11.0800
 -2.8000,  -1.7000,  10.7300
 -2.8000,  -1.6000,  10.4000
 -2.8000,  -1.5000,  10.0900
 -2.8000,  -1.4000,   9.8000
 -2.8000,  -1.3000,   9.5300
 -2.8000,  -1.2000,   9.2800
 -2.8000,  -1.1000,   9.0500
 -2.8000,  -1.0000,   8.8400
 -2.8000,  -0.9000,   8.6500
 -2.8000,  -0.8000,   8.4800
 -2.8000,  -0.7000,   8.3300
 -2.8000,  -0.6000,   8.2000
 -2.8000,  -0.5000,   8.0900
 -2.8000,  -0.4000,   8.0000
 -2.8000,  -0.3000,   7.9300
 -2.8000,  -0.2000,   7.8800
 -2.8000,  -0.1000,   7.8500
 -2.8000,   0.0000,   7.8400
 -2.8000,   0.1000,   7.8500
 -2.8000,   0.2000,   7.8800
 -2.8000,   0.3000,   7.9300
 -2.8000,   0.4000,   8.0000
 -2.8000,   0.5000,   8.0900
 -2.8000,   0.6000,   8.2000
 -2.8000,   0.7000,   8.3300
 -2.8000,   0.8000,   8.4800
 -2.8000,   0.9000,   8.6500
 -2.8000,   1.0000,   8.8400
 -2.8000,   1.1000,   9.0500
 -2.8000,   1.2000,   9.2800
 -2.8000,   1.3000,   9.5300
 -2.8000,   1.4000,   9.8000
 -2.8000,   1.5000,  10.0900
 -2.8000,   1.6000,  10.4000
 -2.8000,   1.7000,  10.7300
 -2.8000,   1.8000,  11.0800
 -2.8000,   1.9000,  11.4500
 -2.8000,   2.0000,  11.8400
 -2.8000,   2.1000,  12.2500
 -2.8000,   2.2000,  12.6800
 -2.8000,   2.3000,  13.1300
 -2.8000,   2.4000,  13.6000
 -2.8000,   2.5000,  14.0900
 -2.8000,   2.6000,  14.6000
 -2.8000,   2.7000,  15.1300
 -2.8000,   2.8000,  15.6800
 -2.8000,   2.9000,  16.2500
 -2.8000,   3.0000,  16.8400
 -2.8000,   3.1000,  17.4500
 -2.8000,   3.2000,  18.0800
 -2.8000,   3.3000,  18.7300
 -2.8000,   3.4000,  19.4000
 -2.8000,   3.5000,  20.0900
 -2.8000,   3.6000,  20.8000
 -2.8000,   3.7000,  21.5300
 -2.8000,   3.8000,  22.2800
 -2.8000,   3.9000,  23.0500
 -2.8000,   4.0000,  23.8400
 -2.8000,   4.1000,  24.6500
 -2.8000,   4.2000,  25.4800
 -2.8000,   4.3000,  26.3300
 -2.8000,   4.4000,  27.2000
 -2.8000,   4.5000,  28.0900
 -2.8000,   4.6000,  29.0000
 -2.8000,   4.7000,  29.9300
 -2.8000,   4.8000,  30.8800
 -2.8000,   4.9000,  31.8500
 -2.7000,  -5.0000,  32.2900
 -2.7000,  -4.9000,  31.3000
 -2.7000,  -4.8000,  30.3300
 -2.7000,  -4.7000,  29.3800
 -2.7000,  -4.6000,  28.4500
 -2.7000,  -4.5000,  27.5400
 -2.7000,  -4.4000,  26.6500
 -2.7000,  -4.3000,  25.7800
 -2.7000,  -4.2000,  24.9300
 -2.7000,  -4.1000,  24.1000
 -2.7000,  -4.0000,  23.2900
 -2.7000,  -3.9000,  22.5000
 -2.7000,  -3.8000,  21.7300
 -2.7000,  -3.7000,  20.9800
 -2.7000,  -3.6000,  20.2500
 -2.7000,  -3.5000,  19.5400
 -2.7000,  -3.4000,  18.8500
 -2.7000,  -3.3000,  18.1800
 -2.7000,  -3.2000,  17.5300
 -2.7000,  -3.1000,  16.9000
 -2.7000,  -3.0000,  16.2900
 -2.7000,  -2.9000,  15.7000
 -2.7000,  -2.8000,  15.1300
 -2.7000,  -2.7000,  14.5800
 -2.7000,  -2.6000,  14.0500
 -2.7000,  -2.5000,  13.5400
 -2.7000,  -2.4000,  13.0500
 -2.7000,  -2.3000,  12.5800
 -2.7000,  -2.2000,  12.1300
 -2.7000,  -2.1000,  11.7000
 -2.7000,  -2.0000,  11.2900
 -2.7000,  -1.9000,  10.9000
 -2.7000,  -1.8000,  10.5300
 -2.7000,  -1.7000,  10.1800
 -2.7000,  -1.6000,   9.8500
 -2.7000,  -1.5000,   9.5400
 -2.7000,  -1.4000,   9.2500
 -2.7000,  -1.3000,   8.9800
 -2.7000,  -1.2000,   8.7300
 -2.7000,  -1.1000,   8.5000
 -2.7000,  -1.0000,   8.2900
 -2.7000,  -0.9000,   8.1000
 -2.7000,  -0.8000,   7.9300
 -2.7000,  -0.7000,   7.7800
 -2.7000,  -0.6000,   7.6500
 -2.7000,  -0.5000,   7.5400
 -2.7000,  -0.4000,   7.4500
 -2.7000,  -0.3000,   7.3800
 -2.7000,  -0.2000,   7.3300
 -2.7000,  -0.1000,   7.3000
 -2.7000,   0.0000,   7.2900
 -2.7000,   0.1000,   7.3000
 -2.7000,   0.2000,   7.3300
 -2.7000,   0.3000,   7.3800
 -2.7000,   0.4000,   7.4500
 -2.7000,   0.5000,   7.5400
 -2.7000,   0.6000,   7.6500
 -2.7000,   0.7000,   7.7800
 -2.7000,   0.8000,   7.9300
 -2.7000,   0.9000,   8.1000
 -2.7000,   1.0000,   8.2900
 -2.7000,   1.1000,   8.5000
 -2.7000,   1.2000,   8.7300
 -2.7000,   1.3000,   8.9800
 -2.7000,   1.4000,   9.2500
 -2.7000,   1.5000,   9.5400
 -2.7000,   1.6000,   9.8500
 -2.7000,   1.7000,  10.1800
 -2.7000,   1.8000,  10.5300
 -2.7000,   1.9000,  10.9000
 -2.7000,   2.0000,  11.2900
 -2.7000,   2.1000,  11.7000
 -2.7000,   2.2000,  12.1300
 -2.7000,   2.3000,  12.5800
 -2.7000,   2.4000,  13.0500
 -2.7000,   2.5000,  13.5400
 -2.7000,   2.6000,  14.0500
 -2.7000,   2.7000,  14.5800
 -2.7000,   2.8000,  15.1300
 -2.7000,   2.9000,  15.7000
 -2.7000,   3.0000,  16.2900
 -2.7000,   3.1000,  16.9000
 -2.7000,   3.2000,  17.5300
 -2.7000,   3.3000,  18.1800
 -2.7000,   3.4000,  18.8500
 -2.7000,   3.5000,  19.5400
 -2.7000,   3.6000,  20.2500
 -2.7000,   3.7000,  20.9800
 -2.7000,   3.8000,  21.7300
 -2.7000,   3.9000,  22.5000
 -2.7000,   4.0000,  23.2900
 -2.7000,   4.1000,  24.1000
 -2.7000,   4.2000,  24.9300
 -2.7000,   4.3000,  25.7800
 -2.7000,   4.4000,  26.6500
 -2.7000,   4.5000,  27.5400
 -2.7000,   4.6000,  28.4500
 -2.7000,   4.7000,  29.3800
 -2.7000,   4.8000,  30.3300
 -2.7000,   4.9000,  31.3000
 -2.6000,  -5.0000,  31.7600
 -2.6000,  -4.9000,  30.7700
 -2.6000,  -4.8000,  29.8000
 -2.6000,  -4.7000,  28.8500
 -2.6000,  -4.6000,  27.9200
 -2.6000,  -4.5000,  27.0100
 -2.6000,  -4.4000,  26.1200
 -2.6000,  -4.3000,  25.2500
 -2.6000,  -4.2000,  24.4000
 -2.6000,  -4.1000,  23.5700
 -2.6000,  -4.0000,  22.7600
 -2.6000,  -3.9000,  21.9700
 -2.6000,  -3.8000,  21.2000
 -2.6000,  -3.7000,  20.4500
 -2.6000,  -3.6000,  19.7200
 -2.6000,  -3.5000,  19.0100
 -2.6000,  -3.4000,  18.3200
 -2.6000,  -3.3000,  17.6500
 -2.6000,  -3.2000,  17.0000
 -2.6000,  -3.1000,  16.3700
 -2.6000,  -3.0000,  15.7600
 -2.6000,  -2.9000,  15.1700
 -2.6000,  -2.8000,  14.6000
 -2.6000,  -2.7000,  14.0500
 -2.6000,  -2.6000,  13.5200
 -2.6000,  -2.5000,  13.0100
 -2.6000,  -2.4000,  12.5200
 -2.6000,  -2.3000,  12.0500
 -2.6000,  -2.2000,  11.6000
 -2.6000,  -2.1000,  11.1700
 -2.6000,  -2.0000,  10.7600
 -2.6000,  -1.9000,  10.3700
 -2.6000,  -1.8000,  10.0000
 -2.6000,  -1.7000,   9.6500
 -2.6000,  -1.6000,   9.3200
 -2.6000,  -1.5000,   9.0100
 -2.6000,  -1.4000,   8.7200
 -2.6000,  -1.3000,   8.4500
 -2.6000,  -1.2000,   8.2000
 -2.6000,  -1.1000,   7.9700
 -2.6000,  -1.0000,   7.7600
 -2.6000,  -0.9000,   7.5700
 -2.6000,  -0.8000,   7.4000
 -2.6000,  -0.7000,   7.2500
 -2.6000,  -0.6000,   7.1200
 -2.6000,  -0.5000,   7.0100
 -2.6000,  -0.4000,   6.9200
 -2.6000,  -0.3000,   6.8500
 -2.6000,  -0.2000,   6.8000
 -2.6000,  -0.1000,   6.7700
 -2.6000,   0.0000,   6.7600
 -2.6000,   0.1000,   6.7700
 -2.6000,   0.2000,   6.8000
 -2.6000,   0.3000,   6.8500
 -2.6000,   0.4000,   6.9200
 -2.6000,   0.5000,   7.0100
 -2.6000,   0.6000,   7.1200
 -2.6000,   0.7000,   7.2500
 -2.6000,   0.8000,   7.4000
 -2.6000,   0.9000,   7.5700
 -2.6000,   1.0000,   7.7600
 -2.6000,   1.1000,   7.9700
 -2.6000,   1.2000,   8.2000
 -2.6000,   1.3000,   8.4500
 -2.6000,   1.4000,   8.7200
 -2.6000,   1.5000,   9.0100
 -2.6000,   1.6000,   9.3200
 -2.6000,   1.7000,   9.6500
 -2.6000,   1.8000,  10.0000
 -2.6000,   1.9000,  10.3700
 -2.6000,   2.0000,  10.7600
 -2.6000,   2.1000,  11.1700
 -2.6000,   2.2000,  11.6000
 -2.6000,   2.3000,  12.0500
 -2.6000,   2.4000,  12.5200
 -2.6000,   2.5000,  13.0100
 -2.6000,   2.6000,  13.5200
 -2.6000,   2.7000,  14.0500
 -2.6000,   2.8000,  14.6000
 -2.6000,   2.9000,  15.1700
 -2.6000,   3.0000,  15.7600
 -2.6000,   3.1000,  16.3700
 -2.6000,   3.2000,  17.0000
 -2.6000,   3.3000,  17.6500
 -2.6000,   3.4000,  18.3200
 -2.6000,   3.5000,  19.0100
 -2.6000,   3.6000,  19.7200
 -2.6000,   3.7000,  20.4500
 -2.6000,   3.8000,  21.2000
 -2.6000,   3.9000,  21.9700
 -2.6000,   4.0000,  22.7600
 -2.6000,   4.1000,  23.5700
 -2.6000,   4.2000,  24.4000
 -2.6000,   4.3000,  25.2500
 -2.6000,   4.4000,  26.1200
 -2.6000,   4.5000,  27.0100
 -2.6000,   4.6000,  27.9200
 -2.6000,   4.7000,  28.8500
 -2.6000,   4.8000,  29.8000
 -2.6000,   4.9000,  30.7700
 -2.5000,  -5.0000,  31.2500
 -2.5000,  -4.9000,  30.2600
 -2.5000,  -4.8000,  29.2900
 -2.5000,  -4.7000,  28.3400
 -2.5000,  -4.6000,  27.4100
 -2.5000,  -4.5000,  26.5000
 -2.5000,  -4.4000,  25.6100
 -2.5000,  -4.3000,  24.7400
 -2.5000,  -4.2000,  23.8900
 -2.5000,  -4.1000,  23.0600
 -2.5000,  -4.0000,  22.2500
 -2.5000,  -3.9000,  21.4600
 -2.5000,  -3.8000,  20.6900
 -2.5000,  -3.7000,  19.9400
 -2.5000,  -3.6000,  19.2100
 -2.5000,  -3.5000,  18.5000
 -2.5000,  -3.4000,  17.8100
 -2.5000,  -3.3000,  17.1400
 -2.5000,  -3.2000,  16.4900
 -2.5000,  -3.1000,  15.8600
 -2.5000,  -3.0000,  15.2500
 -2.5000,  -2.9000,  14.6600
 -2.5000,  -2.8000,  14.0900
 -2.5000,  -2.7000,  13.5400
 -2.5000,  -2.6000,  13.0100
 -2.5000,  -2.5000,  12.5000
 -2.5000,  -2.4000,  12.0100
 -2.5000,  -2.3000,  11.5400
 -2.5000,  -2.2000,  11.0900
 -2.5000,  -2.1000,  10.6600
 -2.5000,  -2.0000,  10.2500
