item,heapify,push,peek,pop,remove_first_peek,remove_499,remove_483,remove_2,remove_937,remove_679,remove_517,remove_6,remove_14,remove_100,remove_650
627, 678, 678, 705, 705, 704, 678, 678, 678, 487, 678, 678, 678, 678, 678, 678
162, 487, 487, 704, 704, 703, 487, 487, 487, 602, 487, 487, 487, 487, 487, 487
602, 602, 602, 703, 703, 702, 602, 602, 602, 373, 602, 602, 602, 602, 602, 602
179, 304, 304, 702, 702, 701, 304, 304, 304, 597, 304, 304, 304, 304, 304, 304
298, 597, 597, 701, 701, 700, 597, 597, 597, 600, 597, 597, 597, 597, 597, 597
239, 600, 600, 700, 700, 699, 600, 600, 600, 504, 600, 600, 600, 600, 600, 600
841, 504, 504, 699, 699, 698, 504, 504, 504, 768, 504, 504, 504, 504, 504, 504
872, 768, 768, 698, 698, 697, 768, 768, 768, 451, 768, 768, 768, 768, 768, 768
324, 705, 705, 697, 697, 696, 705, 705, 705, 559, 705, 705, 705, 705, 705, 705
303, 405, 405, 696, 696, 695, 405, 405, 405, 430, 405, 405, 405, 405, 405, 405
649, 430, 430, 695, 695, 694, 430, 430, 430, 561, 430, 430, 430, 430, 430, 430
356, 561, 561, 694, 694, 693, 561, 561, 561, 611, 561, 561, 561, 561, 561, 561
100, 611, 611, 693, 693, 692, 611, 611, 611, 607, 611, 611, 611, 611, 611, 611
149, 402, 402, 692, 692, 691, 402, 402, 402, 752, 402, 402, 402, 402, 402, 402
965, 752, 752, 691, 691, 690, 752, 752, 752, 684, 752, 752, 752, 752, 752, 752
684, 649, 649, 690, 690, 689, 649, 649, 649, 771, 649, 649, 649, 649, 649, 649
170, 844, 844, 689, 689, 688, 844, 844, 844, 758, 844, 844, 844, 844, 844, 844
677, 503, 503, 688, 688, 687, 503, 503, 503, 746, 503, 503, 503, 503, 503, 503
312, 746, 746, 687, 687, 686, 746, 746, 746, 693, 746, 746, 746, 746, 746, 746
622, 693, 693, 686, 686, 685, 693, 693, 693, 646, 693, 693, 693, 693, 693, 693
646, 646, 646, 685, 685, 684, 646, 646, 646, 461, 646, 646, 646, 646, 646, 646
498, 461, 461, 684, 684, 683, 461, 461, 461, 713, 461, 461, 461, 461, 461, 461
155, 713, 713, 683, 683, 682, 713, 713, 713, 498, 713, 713, 713, 713, 713, 713
713, 393, 393, 682, 682, 681, 393, 521, 393, 642, 521, 521, 393, 521, 521, 521
521, 704, 704, 681, 681, 680, 704, 704, 704, 639, 704, 704, 704, 704, 704, 704
781, 639, 639, 680, 680, 679, 639, 639, 639, 510, 639, 639, 639, 639, 639, 639
465, 496, 496, 679, 679, 678, 496, 496, 496, 465, 496, 496, 496, 496, 496, 496
127, 380, 380, 678, 678, 677, 380, 409, 409, 489, 409, 409, 380, 409, 409, 409
467, 489, 489, 677, 677, 676, 489, 489, 489, 467, 489, 489, 489, 489, 489, 489
638, 388, 388, 676, 676, 675, 388, 388, 388, 555, 388, 388, 388, 388, 388, 388
152, 555, 555, 675, 675, 674, 555, 555, 555, 460, 555, 555, 555, 555, 555, 555
595, 460, 460, 674, 674, 673, 460, 595, 595, 638, 595, 595, 460, 595, 595, 595
928, 638, 638, 673, 673, 672, 638, 638, 638, 386, 638, 638, 638, 638, 638, 638
327, 386, 386, 672, 672, 671, 386, 386, 386, 598, 386, 386, 386, 386, 386, 386
386, 598, 598, 671, 671, 670, 598, 598, 598, 479, 598, 598, 598, 598, 598, 598
329, 454, 454, 670, 670, 669, 454, 454, 454, 657, 454, 454, 454, 454, 454, 454
265, 657, 657, 669, 669, 668, 657, 657, 657, 529, 657, 657, 657, 657, 657, 657
320, 529, 529, 668, 668, 667, 529, 529, 529, 648, 529, 529, 529, 529, 529, 529
309, 648, 648, 667, 667, 666, 648, 648, 648, 668, 648, 648, 648, 648, 648, 648
244, 668, 668, 666, 666, 665, 668, 668, 668, 712, 668, 668, 668, 668, 668, 668
93, 712, 712, 665, 665, 664, 712, 712, 712, 670, 712, 712, 712, 712, 712, 712
919, 634, 634, 664, 664, 663, 634, 634, 634, 676, 634, 634, 634, 634, 634, 634
577, 689, 689, 663, 663, 662, 689, 689, 689, 502, 689, 689, 689, 689, 689, 689
337, 502, 502, 662, 662, 661, 502, 502, 502, 599, 502, 502, 502, 502, 502, 502
338, 599, 599, 661, 661, 660, 599, 599, 599, 565, 599, 599, 599, 599, 599, 599
339, 565, 565, 660, 660, 659, 565, 565, 565, 773, 565, 565, 565, 565, 565, 565
565, 773, 773, 659, 659, 658, 773, 773, 773, 643, 773, 773, 773, 773, 773, 773
589, 643, 643, 658, 658, 657, 643, 643, 643, 744, 643, 643, 643, 643, 643, 643
98, 869, 869, 657, 657, 656, 869, 869, 869, 536, 869, 869, 869, 869, 869, 869
536, 536, 536, 656, 656, 655, 536, 536, 536, 736, 536, 536, 536, 536, 536, 536
420, 736, 736, 655, 655, 654, 736, 736, 736, 619, 736, 736, 736, 736, 736, 736
619, 619, 619, 654, 654, 653, 619, 619, 619, 792, 619, 619, 619, 619, 619, 619
608, 792, 792, 653, 653, 652, 792, 792, 792, 774, 792, 792, 792, 792, 792, 792
197, 774, 774, 652, 652, 651, 774, 774, 774, 748, 774, 774, 774, 774, 774, 774
532, 748, 748, 651, 651, 650, 748, 748, 748, 726, 748, 748, 748, 748, 748, 748
475, 726, 726, 650, 650, 649, 726, 726, 726, 793, 726, 726, 726, 726, 726, 726
882, 813, 813, 649, 649, 648, 813, 813, 813, 687, 813, 813, 813, 813, 813, 813
528, 494, 494, 648, 648, 647, 494, 494, 494, 310, 494, 494, 494, 494, 494, 494
310, 176, 176, 647, 647, 646, 176, 176, 176, 604, 176, 176, 176, 176, 176, 176
946, 604, 604, 646, 646, 645, 604, 604, 604, 665, 604, 604, 604, 604, 604, 604
793, 665, 665, 645, 645, 644, 665, 665, 665, 552, 665, 665, 665, 665, 665, 665
355, 355, 355, 644, 644, 643, 355, 355, 355, 568, 355, 355, 355, 355, 355, 355
823, 568, 568, 643, 643, 642, 568, 568, 568, 417, 568, 568, 568, 568, 568, 568
78, 417, 417, 642, 642, 641, 417, 417, 417, 710, 417, 417, 417, 417, 417, 417
67, 710, 710, 641, 641, 640, 710, 710, 710, 395, 710, 710, 710, 710, 710, 710
787, 376, 376, 640, 640, 639, 376, 376, 376, 331, 376, 376, 376, 376, 376, 376
71, 297, 297, 639, 639, 638, 297, 297, 297, 723, 297, 297, 297, 297, 297, 297
361, 723, 723, 638, 638, 637, 723, 723, 723, 724, 723, 723, 723, 723, 723, 723
702, 724, 724, 637, 637, 636, 724, 724, 724, 563, 724, 724, 724, 724, 724, 724
672, 563, 563, 636, 636, 635, 563, 563, 563, 755, 563, 563, 563, 563, 563, 563
301, 755, 755, 635, 635, 634, 755, 755, 755, 731, 755, 755, 755, 755, 755, 755
365, 731, 731, 634, 634, 633, 731, 731, 731, 700, 731, 731, 731, 731, 731, 731
562, 732, 732, 633, 633, 632, 732, 732, 732, 410, 732, 732, 732, 732, 732, 732
374, 374, 374, 632, 632, 631, 374, 374, 374, 699, 374, 374, 374, 374, 374, 374
837, 699, 699, 631, 631, 630, 699, 699, 699, 445, 699, 699, 699, 699, 699, 699
288, 397, 397, 630, 630, 629, 397, 397, 397, 740, 397, 397, 397, 397, 397, 397
397, 740, 740, 629, 629, 628, 740, 740, 740, 407, 740, 740, 740, 740, 740, 740
266, 407, 407, 628, 628, 627, 407, 407, 407, 743, 407, 407, 407, 407, 407, 407
34, 743, 743, 627, 627, 626, 743, 743, 743, 519, 743, 743, 743, 743, 743, 743
926, 519, 519, 626, 626, 625, 519, 519, 519, 762, 519, 519, 519, 519, 519, 519
466, 837, 837, 625, 625, 624, 837, 837, 837, 450, 837, 837, 837, 837, 837, 837
375, 375, 375, 624, 624, 623, 375, 375, 375, 753, 375, 375, 375, 375, 375, 375
280, 753, 753, 623, 623, 622, 753, 753, 753, 786, 753, 753, 753, 753, 753, 753
566, 786, 786, 622, 622, 621, 786, 786, 786, 801, 786, 786, 786, 786, 786, 786
821, 821, 821, 621, 621, 620, 821, 821, 821, 738, 821, 821, 821, 821, 821, 821
340, 594, 594, 620, 620, 619, 594, 594, 594, 761, 594, 594, 594, 594, 594, 594
427, 761, 761, 619, 619, 618, 761, 761, 761, 760, 761, 761, 761, 761, 761, 761
594, 427, 427, 618, 618, 617, 427, 427, 427, 789, 427, 427, 427, 427, 427, 427
401, 789, 789, 617, 617, 616, 789, 789, 789, 767, 789, 789, 789, 789, 789, 789
843, 767, 767, 616, 616, 615, 767, 767, 767, 610, 767, 767, 767, 767, 767, 767
347, 610, 610, 615, 615, 614, 610, 610, 610, 579, 610, 610, 610, 610, 610, 610
508, 579, 579, 614, 614, 613, 579, 579, 579, 626, 579, 579, 579, 579, 579, 579
328, 626, 626, 613, 613, 612, 626, 626, 626, 473, 626, 626, 626, 626, 626, 626
471, 385, 385, 612, 612, 611, 385, 385, 385, 534, 385, 385, 385, 385, 385, 385
367, 534, 534, 611, 611, 610, 534, 534, 534, 471, 534, 534, 534, 534, 534, 534
654, 471, 471, 610, 610, 609, 471, 471, 471, 587, 471, 471, 471, 471, 471, 471
390, 587, 587, 609, 609, 608, 587, 587, 587, 390, 587, 587, 587, 587, 587, 587
951, 330, 330, 608, 608, 607, 330, 330, 330, 667, 330, 330, 330, 330, 330, 330
158, 667, 667, 607, 607, 606, 667, 667, 667, 516, 667, 667, 667, 667, 667, 667
344, 516, 516, 606, 606, 605, 516, 516, 516, 408, 516, 516, 516, 516, 516, 516
133, 408, 408, 605, 605, 604, 408, 408, 408, 675, 408, 408, 408, 408, 408, 408
267, 675, 675, 604, 604, 603, 675, 675, 675, 404, 675, 675, 675, 675, 675, 675
404, 404, 404, 603, 603, 602, 404, 404, 404, 645, 404, 404, 404, 404, 404, 404
370, 645, 645, 602, 602, 601, 645, 645, 645, 719, 645, 645, 645, 645, 645, 645
398, 719, 719, 601, 601, 600, 719, 719, 719, 652, 719, 719, 719, 719, 719, 719
703, 652, 652, 600, 600, 599, 652, 652, 652, 612, 652, 652, 652, 652, 652, 652
807, 612, 612, 599, 599, 598, 612, 612, 612, 389, 612, 612, 612, 612, 612, 612
840, 174, 174, 598, 598, 597, 174, 174, 174, 422, 174, 174, 174, 174, 174, 174
290, 703, 703, 597, 597, 596, 703, 703, 703, 290, 703, 703, 703, 703, 703, 703
256, 224, 224, 596, 596, 595, 224, 224, 224, 272, 224, 224, 224, 224, 224, 224
168, 272, 272, 595, 595, 594, 272, 272, 272, 553, 272, 272, 272, 272, 272, 272
289, 553, 553, 594, 594, 593, 553, 553, 553, 811, 553, 553, 553, 553, 553, 553
964, 811, 811, 593, 593, 592, 811, 811, 811, 790, 811, 811, 811, 811, 811, 811
976, 790, 790, 592, 592, 591, 790, 790, 790, 806, 790, 790, 790, 790, 790, 790
790, 806, 806, 591, 591, 590, 806, 806, 806, 570, 806, 806, 806, 806, 806, 806
567, 570, 570, 590, 590, 589, 570, 570, 570, 776, 570, 570, 570, 570, 570, 570
161, 776, 776, 589, 589, 588, 776, 776, 776, 671, 776, 776, 776, 776, 776, 776
585, 359, 359, 588, 588, 587, 359, 359, 359, 585, 359, 359, 359, 359, 359, 359
808, 585, 585, 587, 587, 586, 585, 585, 585, 469, 585, 585, 585, 585, 585, 585
283, 283, 283, 586, 586, 585, 283, 283, 283, 204, 283, 283, 283, 283, 283, 283
84, 190, 190, 585, 585, 584, 190, 190, 190, 352, 190, 190, 190, 190, 190, 190
188, 352, 352, 584, 584, 583, 352, 352, 352, 569, 352, 352, 352, 352, 352, 352
424, 569, 569, 583, 583, 582, 569, 569, 569, 424, 569, 569, 569, 569, 569, 569
828, 424, 424, 582, 582, 581, 424, 424, 424, 698, 424, 424, 424, 424, 424, 424
33, 698, 698, 581, 581, 580, 698, 698, 698, 747, 698, 698, 698, 698, 698, 698
747, 747, 747, 580, 580, 579, 747, 747, 747, 828, 747, 747, 747, 747, 747, 747
321, 828, 828, 579, 579, 578, 828, 828, 828, 658, 828, 828, 828, 828, 828, 828
615, 658, 658, 578, 578, 577, 658, 658, 658, 839, 658, 658, 658, 658, 658, 658
658, 839, 839, 577, 577, 576, 839, 839, 839, 660, 839, 839, 839, 839, 839, 839
423, 423, 423, 576, 576, 575, 423, 423, 423, 847, 423, 423, 423, 423, 423, 423
399, 847, 847, 575, 575, 574, 847, 847, 847, 616, 847, 847, 847, 847, 847, 847
524, 616, 616, 574, 574, 573, 616, 616, 616, 701, 616, 616, 616, 616, 616, 616
916, 701, 701, 573, 573, 572, 701, 701, 701, 686, 701, 701, 701, 701, 701, 701
590, 686, 686, 572, 572, 571, 686, 686, 686, 663, 686, 686, 686, 686, 686, 686
686, 663, 663, 571, 571, 570, 663, 663, 663, 735, 663, 663, 663, 663, 663, 663
998, 795, 795, 570, 570, 569, 795, 795, 795, 706, 795, 795, 795, 795, 795, 795
706, 706, 706, 569, 569, 568, 706, 706, 706, 547, 706, 706, 706, 706, 706, 706
630, 547, 547, 568, 568, 567, 547, 547, 547, 630, 547, 547, 547, 547, 547, 547
782, 630, 630, 567, 567, 566, 630, 630, 630, 501, 630, 630, 630, 630, 630, 630
275, 332, 332, 566, 566, 565, 332, 332, 332, 470, 332, 332, 332, 332, 332, 332
94, 470, 470, 565, 565, 564, 470, 470, 470, 656, 470, 470, 470, 470, 470, 470
435, 656, 656, 564, 564, 563, 656, 656, 656, 782, 656, 656, 656, 656, 656, 656
961, 782, 782, 563, 563, 562, 782, 782, 782, 715, 782, 782, 782, 782, 782, 782
715, 715, 715, 562, 562, 561, 715, 715, 715, 618, 715, 715, 715, 715, 715, 715
438, 618, 618, 561, 561, 560, 618, 618, 618, 462, 618, 618, 618, 618, 618, 618
999, 462, 462, 560, 560, 559, 462, 462, 462, 468, 462, 462, 462, 462, 462, 462
468, 468, 468, 559, 559, 558, 468, 468, 468, 799, 468, 468, 468, 468, 468, 468
441, 799, 799, 558, 558, 557, 799, 799, 799, 535, 799, 799, 799, 799, 799, 799
40, 535, 535, 557, 557, 556, 535, 535, 535, 492, 535, 535, 535, 535, 535, 535
213, 492, 492, 556, 556, 555, 492, 492, 492, 248, 492, 492, 492, 492, 492, 492
492, 213, 213, 555, 555, 554, 213, 213, 213, 429, 213, 213, 213, 213, 213, 213
159, 429, 429, 554, 554, 553, 429, 429, 429, 798, 429, 429, 429, 429, 429, 429
734, 888, 888, 553, 553, 552, 888, 888, 888, 632, 888, 888, 888, 888, 888, 888
798, 493, 493, 552, 552, 551, 493, 493, 493, 621, 493, 493, 493, 493, 493, 493
448, 621, 621, 551, 551, 550, 621, 621, 621, 650, 621, 621, 621, 621, 621, 621
449, 650, 650, 550, 550, 549, 650, 650, 650, 580, 650, 650, 650, 650, 650, 580
580, 449, 449, 549, 549, 548, 449, 449, 449, 614, 449, 449, 449, 449, 449, 614
614, 614, 614, 548, 548, 547, 614, 614, 614, 637, 614, 614, 614, 614, 614, 637
637, 637, 637, 547, 547, 546, 637, 637, 637, 679, 637, 637, 637, 637, 637, 679
453, 679, 679, 546, 546, 545, 679, 679, 679, 867, 867, 679, 679, 679, 679, 867
163, 867, 867, 545, 545, 544, 867, 867, 867, 661, 661, 867, 867, 867, 867, 661
883, 661, 661, 544, 544, 543, 661, 661, 661, 871, 871, 661, 661, 661, 661, 871
661, 871, 871, 543, 543, 542, 871, 871, 871, 717, 717, 871, 871, 871, 871, 717
135, 691, 691, 542, 542, 541, 691, 691, 691, 495, 495, 691, 691, 691, 691, 495
194, 495, 495, 541, 541, 540, 586, 586, 586, 617, 617, 586, 586, 586, 586, 617
977, 617, 617, 540, 540, 539, 680, 680, 680, 696, 696, 680, 680, 680, 680, 696
680, 696, 696, 539, 539, 538, 696, 696, 696, 578, 578, 696, 696, 696, 696, 578
544, 484, 484, 538, 538, 537, 544, 544, 544, 673, 673, 544, 544, 544, 544, 673
931, 673, 673, 537, 537, 536, 673, 673, 673, 631, 631, 673, 673, 673, 673, 631
463, 464, 464, 536, 536, 535, 464, 464, 464, 727, 727, 464, 464, 464, 464, 727
464, 727, 727, 535, 535, 534, 727, 727, 727, 551, 551, 727, 727, 727, 727, 551
411, 551, 551, 534, 534, 533, 551, 551, 551, 437, 601, 551, 551, 551, 551, 601
849, 601, 601, 533, 533, 532, 601, 601, 601, 533, 533, 601, 601, 601, 601, 533
41, 368, 368, 532, 532, 531, 368, 368, 368, 271, 271, 368, 368, 368, 368, 271
268, 271, 271, 531, 531, 530, 371, 371, 371, 541, 383, 371, 371, 371, 371, 383
394, 541, 541, 530, 530, 529, 541, 541, 541, 603, 603, 541, 541, 541, 541, 603
541, 603, 603, 529, 529, 528, 603, 603, 603, 804, 770, 603, 603, 603, 603, 770
509, 804, 804, 528, 528, 527, 804, 804, 804, 728, 728, 804, 804, 804, 804, 728
800, 509, 509, 527, 527, 526, 509, 509, 509, 692, 692, 509, 509, 509, 509, 692
804, 692, 692, 526, 526, 525, 692, 692, 692, 800, 800, 692, 692, 692, 692, 800
915, 800, 800, 525, 525, 524, 800, 800, 800, 775, 775, 800, 800, 800, 800, 775
899, 546, 546, 524, 524, 523, 546, 546, 546, 584, 584, 546, 546, 546, 546, 584
219, 584, 584, 523, 523, 522, 584, 584, 584, 623, 623, 584, 584, 584, 584, 623
476, 623, 623, 522, 522, 521, 623, 623, 623, 480, 862, 623, 623, 623, 623, 862
623, 862, 862, 521, 521, 520, 862, 862, 862, 476, 476, 862, 862, 862, 862, 476
250, 143, 143, 520, 520, 519, 250, 250, 250, 345, 345, 250, 250, 250, 250, 345
480, 345, 345, 519, 519, 518, 345, 345, 345, 318, 318, 345, 345, 345, 345, 318
609, 318, 318, 518, 518, 517, 318, 318, 318, 406, 406, 318, 318, 318, 318, 406
287, 406, 406, 517, 517, 516, 406, 406, 406, 472, 472, 406, 406, 406, 406, 472
421, 472, 472, 516, 516, 515, 472, 472, 472, 835, 835, 472, 472, 472, 472, 835
924, 835, 835, 515, 515, 514, 835, 835, 835, 891, 891, 835, 835, 835, 835, 891
210, 891, 891, 514, 514, 513, 891, 891, 891, 588, 588, 891, 891, 891, 891, 588
486, 588, 588, 513, 513, 512, 588, 588, 588, 428, 428, 588, 588, 588, 588, 428
56, 333, 333, 512, 512, 511, 333, 333, 333, 853, 853, 333, 333, 333, 333, 853
853, 853, 853, 511, 511, 510, 853, 853, 853, 515, 515, 853, 853, 853, 853, 515
633, 485, 485, 510, 510, 509, 485, 485, 485, 633, 633, 485, 485, 485, 485, 633
172, 633, 633, 509, 509, 508, 633, 633, 633, 281, 281, 633, 633, 633, 633, 281
279, 279, 279, 508, 508, 507, 279, 279, 279, 426, 426, 279, 279, 279, 279, 426
222, 426, 426, 507, 507, 506, 426, 426, 426, 733, 647, 426, 426, 426, 426, 647
235, 733, 733, 506, 506, 505, 733, 733, 733, 387, 387, 733, 733, 733, 733, 387
387, 245, 245, 505, 505, 504, 245, 245, 245, 234, 234, 245, 245, 245, 245, 234
414, 139, 139, 504, 504, 503, 237, 237, 237, 664, 664, 237, 237, 237, 237, 664
996, 664, 664, 503, 503, 502, 664, 664, 664, 877, 803, 664, 664, 664, 664, 803
947, 881, 881, 502, 502, 501, 881, 881, 881, 850, 854, 881, 881, 881, 881, 854
357, 751, 751, 501, 501, 500, 751, 751, 751, 357, 357, 751, 751, 751, 751, 357
877, 89, 89, 500, 500, 499, 89, 89, 89, 500, 500, 89, 89, 89, 89, 500
500, 500, 500, 499, 499, 498, 500, 500, 500, 263, 263, 500, 500, 500, 500, 263
756, 263, 263, 498, 498, 497, 263, 263, 263, 14, 14, 263, 263, 263, 263, 14
14, 14, 14, 497, 497, 496, 14, 14, 14, 166, 166, 14, 14, 166, 14, 166
166, 166, 166, 496, 496, 495, 166, 166, 166, 207, 207, 166, 166, 207, 166, 207
296, 207, 207, 495, 495, 494, 207, 207, 207, 18, 18, 207, 207, 18, 207, 18
18, 18, 18, 494, 494, 493, 18, 18, 18, 92, 92, 18, 18, 92, 18, 92
92, 92, 92, 493, 493, 492, 92, 92, 92, 75, 75, 92, 92, 75, 92, 75
160, 75, 75, 492, 492, 491, 75, 75, 75, 160, 160, 75, 75, 160, 75, 160
917, 160, 160, 491, 491, 490, 160, 160, 160, 243, 243, 160, 160, 243, 160, 243
243, 243, 243, 490, 490, 489, 243, 243, 243, 7, 7, 243, 243, 7, 243, 7
7, 7, 7, 489, 489, 488, 7, 7, 7, 169, 169, 7, 7, 169, 7, 169
185, 169, 169, 488, 488, 487, 169, 169, 169, 185, 185, 169, 169, 185, 169, 185
512, 185, 185, 487, 487, 486, 185, 185, 185, 86, 86, 185, 185, 86, 185, 86
625, 86, 86, 486, 486, 485, 86, 86, 86, 101, 101, 86, 86, 101, 86, 101
101, 101, 101, 485, 485, 484, 101, 101, 101, 5, 5, 101, 101, 5, 101, 5
247, 5, 5, 484, 484, 483, 5, 5, 5, 247, 247, 5, 5, 247, 5, 247
295, 247, 247, 483, 483, 482, 247, 247, 247, 110, 110, 247, 247, 110, 247, 110
624, 110, 110, 482, 482, 481, 110, 110, 110, 11, 11, 110, 110, 11, 110, 11
11, 11, 11, 481, 481, 480, 11, 11, 11, 131, 131, 11, 11, 131, 11, 131
131, 131, 131, 480, 480, 479, 131, 131, 131, 259, 259, 131, 131, 259, 131, 259
308, 259, 259, 479, 479, 478, 259, 259, 259, 334, 308, 259, 259, 308, 259, 308
750, 334, 334, 478, 478, 477, 334, 334, 334, 291, 291, 334, 334, 291, 334, 291
291, 291, 291, 477, 477, 476, 291, 291, 291, 130, 130, 291, 291, 130, 291, 130
940, 130, 130, 476, 476, 475, 130, 130, 130, 262, 262, 130, 130, 262, 130, 262
939, 262, 262, 475, 475, 474, 262, 262, 262, 181, 181, 262, 262, 181, 262, 181
824, 181, 181, 474, 474, 473, 181, 181, 181, 19, 19, 181, 181, 19, 181, 19
19, 19, 19, 473, 473, 472, 19, 19, 19, 28, 28, 19, 19, 28, 19, 28
527, 28, 28, 472, 472, 471, 28, 28, 28, 527, 527, 28, 28, 527, 28, 527
641, 527, 527, 471, 471, 470, 527, 527, 527, 403, 403, 527, 527, 403, 527, 403
818, 403, 403, 470, 470, 469, 403, 403, 403, 391, 641, 403, 403, 641, 403, 641
682, 641, 641, 469, 469, 468, 641, 641, 641, 23, 23, 641, 641, 23, 641, 23
391, 23, 23, 468, 468, 467, 23, 23, 23, 77, 77, 23, 23, 77, 23, 77
77, 77, 77, 467, 467, 466, 77, 77, 77, 65, 65, 77, 77, 65, 77, 65
980, 65, 65, 466, 466, 465, 65, 65, 65, 317, 520, 65, 65, 520, 65, 520
605, 520, 520, 465, 465, 464, 520, 520, 520, 119, 119, 520, 520, 119, 520, 119
187, 119, 119, 464, 464, 463, 119, 119, 119, 187, 187, 119, 119, 187, 119, 187
491, 187, 187, 463, 463, 462, 187, 187, 187, 221, 221, 187, 187, 221, 187, 221
537, 221, 221, 462, 462, 461, 221, 221, 221, 415, 415, 221, 221, 415, 221, 415
415, 415, 415, 461, 461, 460, 415, 415, 415, 117, 117, 415, 415, 117, 415, 117
788, 117, 117, 460, 460, 459, 117, 117, 117, 483, 483, 117, 117, 483, 117, 483
606, 483, 483, 459, 459, 458, 483, 270, 483, 270, 270, 483, 483, 270, 483, 270
868, 270, 270, 458, 458, 457, 270, 538, 270, 511, 538, 270, 270, 538, 270, 538
538, 538, 538, 457, 457, 456, 538, 436, 538, 436, 436, 538, 538, 436, 538, 436
511, 436, 436, 456, 456, 455, 436, 419, 436, 419, 419, 436, 436, 419, 436, 419
419, 419, 419, 455, 455, 454, 419, 511, 419, 543, 511, 419, 419, 511, 419, 511
545, 543, 543, 454, 454, 453, 543, 545, 543, 238, 545, 543, 543, 545, 543, 545
822, 545, 545, 453, 453, 452, 545, 52, 545, 52, 52, 545, 545, 52, 545, 52
52, 52, 52, 452, 452, 451, 52, 49, 52, 49, 49, 52, 52, 49, 52, 49
49, 49, 49, 451, 451, 450, 49, 238, 49, 274, 238, 49, 49, 238, 49, 238
549, 274, 274, 450, 450, 449, 274, 518, 274, 518, 518, 274, 274, 518, 274, 518
858, 518, 518, 449, 449, 448, 518, 50, 518, 50, 50, 518, 518, 50, 518, 50
819, 50, 50, 448, 448, 447, 50, 323, 50, 323, 323, 50, 50, 323, 50, 323
323, 323, 323, 447, 447, 446, 323, 83, 323, 83, 83, 323, 323, 83, 323, 83
83, 83, 83, 446, 446, 445, 83, 366, 83, 366, 366, 83, 83, 366, 83, 366
554, 366, 366, 445, 445, 444, 366, 13, 366, 13, 13, 366, 366, 13, 366, 13
164, 13, 13, 444, 444, 443, 13, 164, 13, 164, 164, 13, 13, 164, 13, 164
556, 164, 164, 443, 443, 442, 164, 278, 164, 278, 278, 164, 164, 278, 164, 278
659, 278, 278, 442, 442, 441, 278, 557, 278, 557, 557, 278, 278, 557, 278, 557
558, 557, 557, 441, 441, 440, 557, 70, 557, 70, 70, 557, 557, 70, 557, 70
913, 70, 70, 440, 440, 439, 70, 363, 70, 363, 363, 70, 70, 363, 70, 363
560, 363, 363, 439, 439, 438, 363, 264, 363, 264, 264, 363, 363, 264, 363, 264
517, 264, 264, 438, 438, 437, 264, 517, 264, 517, 517, 264, 264, 517, 264, 517
688, 517, 517, 437, 437, 436, 517, 372, 517, 372, 372, 372, 517, 372, 517, 372
978, 372, 372, 436, 436, 435, 372, 455, 372, 455, 455, 455, 372, 455, 372, 455
725, 455, 455, 435, 435, 434, 455, 26, 455, 26, 26, 26, 455, 26, 455, 26
379, 26, 26, 434, 434, 433, 26, 379, 26, 379, 379, 379, 26, 379, 26, 379
833, 379, 379, 433, 433, 432, 379, 205, 379, 205, 205, 205, 379, 205, 379, 205
629, 205, 205, 432, 432, 431, 205, 575, 205, 478, 575, 575, 205, 575, 205, 575
866, 575, 575, 431, 431, 430, 575, 258, 575, 258, 258, 258, 575, 258, 575, 258
474, 258, 258, 430, 430, 429, 258, 474, 258, 400, 474, 474, 258, 474, 258, 474
478, 474, 474, 429, 429, 428, 474, 276, 474, 276, 276, 276, 474, 276, 474, 276
314, 276, 276, 428, 428, 427, 276, 314, 276, 314, 314, 314, 276, 314, 276, 314
400, 314, 314, 427, 427, 426, 314, 68, 314, 68, 68, 68, 314, 68, 314, 68
68, 68, 68, 426, 426, 425, 68, 392, 68, 392, 392, 392, 68, 392, 68, 392
444, 392, 392, 425, 425, 424, 392, 8, 392, 8, 8, 8, 392, 8, 392, 8
596, 8, 8, 424, 424, 423, 8, 432, 8, 432, 432, 432, 8, 432, 8, 432
576, 432, 432, 423, 423, 422, 432, 322, 432, 322, 322, 322, 432, 322, 432, 322
653, 322, 322, 422, 422, 421, 322, 564, 322, 564, 564, 564, 322, 564, 322, 564
564, 564, 564, 421, 421, 420, 564, 22, 564, 22, 22, 22, 564, 22, 564, 22
145, 22, 22, 420, 420, 419, 22, 145, 22, 145, 145, 145, 22, 145, 22, 145
644, 145, 145, 419, 419, 418, 145, 305, 145, 305, 305, 305, 145, 305, 145, 305
305, 305, 305, 418, 418, 417, 305, 482, 305, 482, 482, 482, 305, 482, 305, 482
582, 482, 482, 417, 417, 416, 482, 35, 482, 35, 35, 35, 482, 35, 482, 35
583, 35, 35, 416, 416, 415, 35, 292, 35, 292, 292, 292, 35, 292, 35, 292
635, 292, 292, 415, 415, 414, 292, 178, 292, 178, 178, 178, 292, 178, 292, 178
439, 178, 178, 414, 414, 413, 178, 132, 178, 132, 132, 132, 178, 132, 178, 132
132, 132, 132, 413, 413, 412, 132, 105, 132, 105, 105, 105, 132, 105, 132, 105
531, 105, 105, 412, 412, 411, 105, 531, 105, 531, 531, 531, 105, 531, 105, 531
754, 531, 531, 411, 411, 410, 531, 353, 531, 353, 353, 353, 531, 353, 531, 353
683, 353, 353, 410, 410, 409, 353, 481, 353, 481, 481, 481, 353, 481, 353, 481
