item,heapify,push,peek,pop,remove_first_peek,remove_851,remove_2431,remove_4633,remove_5567,remove_7633,remove_4315,remove_4341,remove_7,remove_7079,remove_5703
7055, 9261, 9261, 9147, 9147, 9146, 9261, 9261, 9261, 9261, 9261, 9261, 9261, 9261, 9261, 9261
2389, 7801, 7801, 9146, 9146, 9145, 7801, 7801, 7801, 7801, 7801, 7801, 7801, 7801, 7801, 7801
3732, 9196, 9196, 9145, 9145, 9144, 9196, 9196, 9196, 9196, 9196, 9196, 9196, 9196, 9196, 9196
6551, 8384, 8384, 9144, 9144, 9143, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384, 8384
4238, 9035, 9035, 9143, 9143, 9142, 9035, 9035, 9035, 9035, 9035, 9035, 9035, 9035, 9035, 9035
4164, 8497, 8497, 9142, 9142, 9141, 8497, 8497, 8497, 8497, 8497, 8497, 8497, 8497, 8497, 8497
858, 8176, 8176, 9141, 9141, 9140, 8176, 8176, 8176, 8176, 8176, 8176, 8176, 8176, 8176, 8176
7763, 9040, 9040, 9140, 9140, 9139, 9040, 9040, 9040, 9040, 9040, 9040, 9040, 9040, 9040, 9040
4313, 9271, 9271, 9139, 9139, 9138, 9271, 9271, 9271, 9271, 9271, 9271, 9271, 9271, 9271, 9271
8167, 9147, 9147, 9138, 9138, 9137, 9147, 9147, 9147, 9147, 9147, 9147, 9147, 9147, 9147, 9147
9963, 8167, 8167, 9137, 9137, 9136, 8167, 8167, 8167, 8185, 8167, 8167, 8167, 8167, 8167, 8167
8063, 9401, 9401, 9136, 9136, 9135, 9401, 9401, 9401, 9401, 9401, 9401, 9401, 9401, 9401, 9401
1651, 9207, 9207, 9135, 9135, 9134, 9207, 9207, 9207, 9207, 9207, 9207, 9207, 9207, 9207, 9207
836, 8080, 8080, 9134, 9134, 9133, 8080, 8080, 8080, 8080, 8080, 8080, 8080, 8080, 8080, 8080
4492, 9017, 9017, 9133, 9133, 9132, 9017, 9017, 9017, 9017, 9017, 9017, 9017, 9017, 9017, 9017
7824, 7982, 7982, 9132, 9132, 9131, 7982, 7982, 7982, 8467, 7982, 7982, 7982, 7982, 7982, 7982
868, 8954, 8954, 9131, 9131, 9130, 8954, 8954, 8954, 8954, 8954, 8954, 8954, 8954, 8954, 8954
869, 8891, 8891, 9130, 9130, 9129, 8891, 8891, 8891, 8891, 8891, 8891, 8891, 8891, 8891, 8891
5326, 9224, 9224, 9129, 9129, 9128, 9224, 9224, 9224, 9224, 9224, 9224, 9224, 9224, 9224, 9224
2717, 7661, 7661, 9128, 9128, 9127, 7661, 7661, 7661, 7661, 7661, 7661, 7661, 7661, 7661, 7661
9262, 8096, 8096, 9127, 9127, 9126, 8096, 8096, 8096, 8096, 8096, 8096, 8096, 8096, 8096, 8096
5081, 8058, 8058, 9126, 9126, 9125, 8058, 8058, 8058, 8058, 8058, 8058, 8058, 8058, 8058, 8058
1447, 7005, 7005, 9125, 9125, 9124, 7005, 7005, 7005, 8102, 7005, 7005, 7005, 7005, 7005, 7005
1718, 9173, 9173, 9124, 9124, 9123, 9173, 9173, 9173, 9173, 9173, 9173, 9173, 9173, 9173, 9173
6217, 9200, 9200, 9123, 9123, 9122, 9200, 9200, 9200, 9200, 9200, 9200, 9200, 9200, 9200, 9200
8671, 9052, 9052, 9122, 9122, 9121, 9052, 9052, 9052, 9052, 9052, 9052, 9052, 9052, 9052, 9052
9429, 9697, 9697, 9121, 9121, 9120, 9697, 9697, 9697, 9697, 9697, 9697, 9697, 9697, 9697, 9697
7851, 8191, 8191, 9120, 9120, 9119, 8191, 8191, 8191, 8191, 8191, 8191, 8191, 8191, 8191, 8191
5844, 8174, 8174, 9119, 9119, 9118, 8174, 8174, 8174, 8174, 8174, 8174, 8174, 8174, 8174, 8174
2049, 7990, 7990, 9118, 9118, 9117, 7990, 7990, 7990, 7990, 7990, 7990, 7990, 7990, 7990, 7990
6646, 8572, 8572, 9117, 9117, 9116, 8572, 8572, 8572, 8572, 8572, 8572, 8572, 8572, 8572, 8572
883, 8050, 8050, 9116, 9116, 9115, 8050, 8050, 8050, 8050, 8050, 8050, 8050, 8050, 8050, 8050
8141, 9241, 9241, 9115, 9115, 9114, 9241, 9241, 9241, 9241, 9241, 9241, 9241, 9241, 9241, 9241
3787, 7569, 7569, 9114, 9114, 9113, 7569, 7569, 7569, 8401, 7569, 7569, 7569, 7569, 7569, 7569
886, 9108, 9108, 9113, 9113, 9112, 9108, 9108, 9108, 9108, 9108, 9108, 9108, 9108, 9108, 9108
7542, 7110, 7110, 9112, 9112, 9111, 7110, 7110, 7110, 9155, 7301, 7110, 7110, 7110, 7301, 7110
3556, 9263, 9263, 9111, 9111, 9110, 9263, 9263, 9263, 9263, 9263, 9263, 9263, 9263, 9263, 9263
3685, 8568, 8568, 9110, 9110, 9109, 8568, 8568, 8568, 8568, 8568, 8568, 8568, 8568, 8568, 8568
9263, 7278, 7278, 9109, 9109, 9108, 7278, 7278, 7278, 7402, 7278, 7278, 7278, 7278, 7278, 7278
891, 9141, 9141, 9108, 9108, 9107, 9141, 9141, 9141, 9141, 9141, 9141, 9141, 9141, 9141, 9141
2718, 8296, 8296, 9107, 9107, 9106, 8296, 8296, 8296, 8296, 8296, 8296, 8296, 8296, 8296, 8296
9368, 9116, 9116, 9106, 9106, 9105, 9116, 9116, 9116, 9116, 9116, 9116, 9116, 9116, 9116, 9116
7687, 8545, 8545, 9105, 9105, 9104, 8545, 8545, 8545, 8545, 8545, 8545, 8545, 8545, 8545, 8545
895, 8381, 8381, 9104, 9104, 9103, 8381, 8381, 8381, 8381, 8381, 8381, 8381, 8381, 8381, 8381
896, 8332, 8332, 9103, 9103, 9102, 8332, 8332, 8332, 8332, 8332, 8332, 8332, 8332, 8332, 8332
6011, 9074, 9074, 9102, 9102, 9101, 9074, 9074, 9074, 9074, 9074, 9074, 9074, 9074, 9074, 9074
1063, 8833, 8833, 9101, 9101, 9100, 8833, 8833, 8833, 8833, 8833, 8833, 8833, 8833, 8833, 8833
8788, 8702, 8702, 9100, 9100, 9099, 8702, 8702, 8702, 8702, 8702, 8702, 8702, 8702, 8702, 8702
572, 9015, 9015, 9099, 9099, 9098, 9015, 9015, 9015, 9015, 9015, 9015, 9015, 9015, 9015, 9015
4345, 9550, 9550, 9098, 9098, 9097, 9550, 9550, 9550, 9550, 9550, 9550, 9550, 9550, 9550, 9550
3395, 8864, 8864, 9097, 9097, 9096, 8864, 8864, 8864, 8864, 8864, 8864, 8864, 8864, 8864, 8864
5047, 7407, 7407, 9096, 9096, 9095, 7407, 7407, 7407, 7407, 7407, 7407, 7407, 7407, 7407, 7407
5706, 7566, 7566, 9095, 9095, 9094, 7566, 7566, 7566, 7566, 7566, 7566, 7566, 7566, 7566, 7566
9083, 8247, 8247, 9094, 9094, 9093, 8247, 8247, 8247, 8247, 8247, 8247, 8247, 8247, 8247, 8247
8575, 8608, 8608, 9093, 9093, 9092, 8608, 8608, 8608, 8608, 8608, 8608, 8608, 8608, 8608, 8608
5654, 7797, 7797, 9092, 9092, 9091, 7797, 7797, 7797, 7797, 7797, 7797, 7797, 7797, 7797, 7797
4093, 8685, 8685, 9091, 9091, 9090, 8685, 8685, 8685, 8685, 8685, 8685, 8685, 8685, 8685, 8685
5499, 8850, 8850, 9090, 9090, 9089, 8850, 8850, 8850, 9096, 8850, 8850, 8850, 8850, 8850, 8850
7075, 9126, 9126, 9089, 9089, 9088, 9126, 9126, 9126, 9126, 9126, 9126, 9126, 9126, 9126, 9126
911, 8368, 8368, 9088, 9088, 9087, 8368, 8368, 8368, 8368, 8368, 8368, 8368, 8368, 8368, 8368
2271, 8588, 8588, 9087, 9087, 9086, 8588, 8588, 8588, 8588, 8588, 8588, 8588, 8588, 8588, 8588
7187, 8008, 8008, 9086, 9086, 9085, 8008, 8008, 8008, 8577, 8008, 8008, 8008, 8008, 8008, 8008
901, 9083, 9083, 9085, 9085, 9084, 9083, 9083, 9083, 9083, 9083, 9083, 9083, 9083, 9083, 9083
915, 8435, 8435, 9084, 9084, 9083, 8435, 8435, 8435, 8435, 8435, 8435, 8435, 8435, 8435, 8435
916, 7339, 7339, 9083, 9083, 9082, 7339, 7339, 7339, 7339, 7339, 7339, 7339, 7339, 7339, 7339
2579, 8578, 8578, 9082, 9082, 9081, 8578, 8578, 8578, 8578, 8578, 8578, 8578, 8578, 8578, 8578
6843, 7926, 7926, 9081, 9081, 9080, 7926, 7926, 7926, 7926, 7926, 7926, 7926, 7926, 7926, 7926
9268, 8673, 8673, 9080, 9080, 9079, 8673, 8673, 8673, 8673, 8673, 8673, 8673, 8673, 8673, 8673
8673, 8937, 8937, 9079, 9079, 9078, 8937, 8937, 8937, 8937, 8937, 8937, 8937, 8937, 8937, 8937
1319, 9198, 9198, 9078, 9078, 9077, 9198, 9198, 9198, 9198, 9198, 9198, 9198, 9198, 9198, 9198
7159, 9278, 9278, 9077, 9077, 9076, 9278, 9278, 9278, 9278, 9278, 9278, 9278, 9278, 9278, 9278
923, 9139, 9139, 9076, 9076, 9075, 9139, 9139, 9139, 9163, 9139, 9139, 9139, 9139, 9139, 9139
1852, 9267, 9267, 9075, 9075, 9074, 9267, 9267, 9267, 9267, 9267, 9267, 9267, 9267, 9267, 9267
7737, 9651, 9651, 9074, 9074, 9073, 9651, 9651, 9651, 9651, 9651, 9651, 9651, 9651, 9651, 9651
7916, 9758, 9758, 9073, 9073, 9072, 9758, 9758, 9758, 9758, 9758, 9758, 9758, 9758, 9758, 9758
9703, 9111, 9111, 9072, 9072, 9071, 9111, 9111, 9111, 9111, 9111, 9111, 9111, 9111, 9111, 9111
2222, 9182, 9182, 9071, 9071, 9070, 9182, 9182, 9182, 9182, 9182, 9182, 9182, 9182, 9182, 9182
3100, 8465, 8465, 9070, 9070, 9069, 8465, 8465, 8465, 8465, 8465, 8465, 8465, 8465, 8465, 8465
882, 8893, 8893, 9069, 9069, 9068, 8893, 8893, 8893, 8893, 8893, 8893, 8893, 8893, 8893, 8893
6164, 7731, 7731, 9068, 9068, 9067, 7731, 7731, 7731, 7731, 7731, 7731, 7731, 7731, 7731, 7731
5048, 8373, 8373, 9067, 9067, 9066, 8373, 8373, 8373, 8373, 8373, 8373, 8373, 8373, 8373, 8373
83, 8451, 8451, 9066, 9066, 9065, 8451, 8451, 8451, 8451, 8451, 8451, 8451, 8451, 8451, 8451
2629, 9195, 9195, 9065, 9065, 9064, 9195, 9195, 9195, 9195, 9195, 9195, 9195, 9195, 9195, 9195
8217, 7491, 7491, 9064, 9064, 9063, 7491, 7491, 7491, 7491, 7491, 7491, 7491, 7491, 7491, 7491
936, 8555, 8555, 9063, 9063, 9062, 8555, 8555, 8555, 8555, 8555, 8555, 8555, 8555, 8555, 8555
3877, 7401, 7401, 9062, 9062, 9061, 7401, 7401, 7401, 7511, 7401, 7401, 7401, 7401, 7401, 7401
6127, 8477, 8477, 9061, 9061, 9060, 8477, 8477, 8477, 8477, 8477, 8477, 8477, 8477, 8477, 8477
5570, 9071, 9071, 9060, 9060, 9059, 9071, 9071, 9071, 9071, 9071, 9071, 9071, 9071, 9071, 9071
4029, 8297, 8297, 9059, 9059, 9058, 8297, 8297, 8297, 8297, 8297, 8297, 8297, 8297, 8297, 8297
4367, 8667, 8667, 9058, 9058, 9057, 8667, 8667, 8667, 8667, 8667, 8667, 8667, 8667, 8667, 8667
6268, 8958, 8958, 9057, 9057, 9056, 8958, 8958, 8958, 8958, 8958, 8958, 8958, 8958, 8958, 8958
4491, 9137, 9137, 9056, 9056, 9055, 9137, 9137, 9137, 9137, 9137, 9137, 9137, 9137, 9137, 9137
9899, 8837, 8837, 9055, 9055, 9054, 8837, 8837, 8837, 8837, 8837, 8837, 8837, 8837, 8837, 8837
3158, 7779, 7779, 9054, 9054, 9053, 7779, 7779, 7779, 8553, 7779, 7779, 7779, 7779, 7779, 7779
9721, 9165, 9165, 9053, 9053, 9052, 9165, 9165, 9165, 9165, 9165, 9165, 9165, 9165, 9165, 9165
25, 7950, 7950, 9052, 9052, 9051, 7950, 7950, 7950, 7950, 7950, 7950, 7950, 7950, 7950, 7950
6102, 8604, 8604, 9051, 9051, 9050, 8604, 8604, 8604, 8604, 8604, 8604, 8604, 8604, 8604, 8604
5984, 7719, 7719, 9050, 9050, 9049, 7719, 7719, 7719, 7719, 7719, 7719, 7719, 7719, 7719, 7719
366, 8262, 8262, 9049, 9049, 9048, 8262, 8262, 8262, 8262, 8262, 8262, 8262, 8262, 8262, 8262
2395, 7877, 7877, 9048, 9048, 9047, 7877, 7877, 7877, 7877, 7877, 7877, 7877, 7877, 7877, 7877
952, 9282, 9282, 9047, 9047, 9046, 9282, 9282, 9282, 9282, 9282, 9282, 9282, 9282, 9282, 9282
953, 9408, 9408, 9046, 9046, 9045, 9408, 9408, 9408, 9408, 9408, 9408, 9408, 9408, 9408, 9408
8091, 9492, 9492, 9045, 9045, 9044, 9492, 9492, 9492, 9492, 9492, 9492, 9492, 9492, 9492, 9492
955, 9365, 9365, 9044, 9044, 9043, 9365, 9365, 9365, 9365, 9365, 9365, 9365, 9365, 9365, 9365
4022, 9525, 9525, 9043, 9043, 9042, 9525, 9525, 9525, 9525, 9525, 9525, 9525, 9525, 9525, 9525
9385, 7387, 7387, 9042, 9042, 9041, 7387, 7387, 7387, 7387, 7387, 7387, 7387, 7387, 7387, 7387
3966, 8374, 8374, 9041, 9041, 9040, 8374, 8374, 8374, 8374, 8374, 8374, 8374, 8374, 8374, 8374
959, 8932, 8932, 9040, 9040, 9039, 8932, 8932, 8932, 8932, 8932, 8932, 8932, 8932, 8932, 8932
1595, 9258, 9258, 9039, 9039, 9038, 9258, 9258, 9258, 9258, 9258, 9258, 9258, 9258, 9258, 9258
1754, 9106, 9106, 9038, 9038, 9037, 9106, 9106, 9106, 9106, 9106, 9106, 9106, 9106, 9106, 9106
2827, 9038, 9038, 9037, 9037, 9036, 9038, 9038, 9038, 9038, 9038, 9038, 9038, 9038, 9038, 9038
1241, 9168, 9168, 9036, 9036, 9035, 9168, 9168, 9168, 9168, 9168, 9168, 9168, 9168, 9168, 9168
5440, 9245, 9245, 9035, 9035, 9034, 9245, 9245, 9245, 9245, 9245, 9245, 9245, 9245, 9245, 9245
5893, 7386, 7386, 9034, 9034, 9033, 7386, 7386, 7386, 7736, 7386, 7386, 7386, 7386, 7386, 7386
979, 7839, 7839, 9033, 9033, 9032, 7839, 7839, 7839, 8573, 7839, 7839, 7839, 7839, 7839, 7839
4695, 9507, 9507, 9032, 9032, 9031, 9507, 9507, 9507, 9507, 9507, 9507, 9507, 9507, 9507, 9507
968, 9424, 9424, 9031, 9031, 9030, 9424, 9424, 9424, 9424, 9424, 9424, 9424, 9424, 9424, 9424
7849, 9028, 9028, 9030, 9030, 9029, 9028, 9028, 9028, 9028, 9028, 9028, 9028, 9028, 9028, 9028
4578, 8082, 8082, 9029, 9029, 9028, 8082, 8082, 8082, 8775, 8082, 8082, 8082, 8082, 8082, 8082
9644, 9235, 9235, 9028, 9028, 9027, 9235, 9235, 9235, 9235, 9235, 9235, 9235, 9235, 9235, 9235
9424, 9345, 9345, 9027, 9027, 9026, 9345, 9345, 9345, 9345, 9345, 9345, 9345, 9345, 9345, 9345
973, 8941, 8941, 9026, 9026, 9025, 8941, 8941, 8941, 8941, 8941, 8941, 8941, 8941, 8941, 8941
5036, 8646, 8646, 9025, 9025, 9024, 8646, 8646, 8646, 8646, 8646, 8646, 8646, 8646, 8646, 8646
3894, 8660, 8660, 9024, 9024, 9023, 8660, 8660, 8660, 8660, 8660, 8660, 8660, 8660, 8660, 8660
976, 8953, 8953, 9023, 9023, 9022, 8953, 8953, 8953, 8953, 8953, 8953, 8953, 8953, 8953, 8953
4686, 9335, 9335, 9022, 9022, 9021, 9335, 9335, 9335, 9335, 9335, 9335, 9335, 9335, 9335, 9335
9335, 9446, 9446, 9021, 9021, 9020, 9446, 9446, 9446, 9446, 9446, 9446, 9446, 9446, 9446, 9446
2478, 9523, 9523, 9020, 9020, 9019, 9523, 9523, 9523, 9523, 9523, 9523, 9523, 9523, 9523, 9523
631, 8593, 8593, 9019, 9019, 9018, 8593, 8593, 8593, 8593, 8593, 8593, 8593, 8593, 8593, 8593
1615, 9614, 9614, 9018, 9018, 9017, 9614, 9614, 9614, 9614, 9614, 9614, 9614, 9614, 9614, 9614
3861, 9756, 9756, 9017, 9017, 9016, 9756, 9756, 9756, 9756, 9756, 9756, 9756, 9756, 9756, 9756
983, 8761, 8761, 9016, 9016, 9015, 8761, 8761, 8761, 8761, 8761, 8761, 8761, 8761, 8761, 8761
984, 8396, 8396, 9015, 9015, 9014, 8396, 8396, 8396, 8690, 8396, 8396, 8396, 8396, 8396, 8396
7943, 9044, 9044, 9014, 9014, 9013, 9044, 9044, 9044, 9044, 9044, 9044, 9044, 9044, 9044, 9044
7594, 8207, 8207, 9013, 9013, 9012, 8207, 8207, 8207, 8207, 8207, 8207, 8207, 8207, 8207, 8207
8591, 8879, 8879, 9012, 9012, 9011, 8879, 8879, 8879, 8879, 8879, 8879, 8879, 8879, 8879, 8879
8244, 8967, 8967, 9011, 9011, 9010, 8967, 8967, 8967, 8967, 8967, 8967, 8967, 8967, 8967, 8967
3954, 8750, 8750, 9010, 9010, 9009, 8750, 8750, 8750, 8750, 8750, 8750, 8750, 8750, 8750, 8750
3413, 9352, 9352, 9009, 9009, 9008, 9352, 9352, 9352, 9352, 9352, 9352, 9352, 9352, 9352, 9352
4577, 8665, 8665, 9008, 9008, 9007, 8665, 8665, 8665, 8665, 8665, 8665, 8665, 8665, 8665, 8665
992, 7949, 7949, 9007, 9007, 9006, 7949, 7949, 7949, 7949, 7949, 7949, 7949, 7949, 7949, 7949
5718, 8436, 8436, 9006, 9006, 9005, 8436, 8436, 8436, 8436, 8436, 8436, 8436, 8436, 8436, 8436
994, 8188, 8188, 9005, 9005, 9004, 8188, 8188, 8188, 8188, 8188, 8188, 8188, 8188, 8188, 8188
2545, 7323, 7323, 9004, 9004, 9003, 7323, 7323, 7323, 7323, 7323, 7323, 7323, 7323, 7323, 7323
823, 8492, 8492, 9003, 9003, 9002, 8492, 8492, 8492, 8492, 8492, 8492, 8492, 8492, 8492, 8492
766, 8771, 8771, 9002, 9002, 9001, 8771, 8771, 8771, 8771, 8771, 8771, 8771, 8771, 8771, 8771
3016, 8974, 8974, 9001, 9001, 9000, 8974, 8974, 8974, 8974, 8974, 8974, 8974, 8974, 8974, 8974
5702, 8586, 8586, 9000, 9000, 8999, 8586, 8586, 8586, 8586, 8586, 8586, 8586, 8586, 8586, 8586
1827, 8828, 8828, 8999, 8999, 8998, 8828, 8828, 8828, 8828, 8828, 8828, 8828, 8828, 8828, 8828
8814, 8814, 8814, 8998, 8998, 8997, 8814, 8814, 8814, 8814, 8814, 8814, 8814, 8814, 8814, 8814
7233, 9019, 9019, 8997, 8997, 8996, 9019, 9019, 9019, 9019, 9019, 9019, 9019, 9019, 9019, 9019
7047, 8098, 8098, 8996, 8996, 8995, 8098, 8098, 8098, 8513, 8098, 8098, 8098, 8098, 8098, 8098
926, 9248, 9248, 8995, 8995, 8994, 9248, 9248, 9248, 9248, 9248, 9248, 9248, 9248, 9248, 9248
3262, 9627, 9627, 8994, 8994, 8993, 9627, 9627, 9627, 9627, 9627, 9627, 9627, 9627, 9627, 9627
1428, 8876, 8876, 8993, 8993, 8992, 8876, 8876, 8876, 8876, 8876, 8876, 8876, 8876, 8876, 8876
9264, 8535, 8535, 8992, 8992, 8991, 8535, 8535, 8535, 8535, 8535, 8535, 8535, 8535, 8535, 8535
8535, 8075, 8075, 8991, 8991, 8990, 8075, 8075, 8075, 8075, 8075, 8075, 8075, 8075, 8075, 8075
967, 7601, 7601, 8990, 8990, 8989, 7601, 7601, 7601, 7609, 7601, 7601, 7601, 7601, 7601, 7601
2318, 7676, 7676, 8989, 8989, 8988, 7676, 7676, 7676, 7676, 7676, 7676, 7676, 7676, 7676, 7676
6617, 9176, 9176, 8988, 8988, 8987, 9176, 9176, 9176, 9176, 9176, 9176, 9176, 9176, 9176, 9176
1128, 9444, 9444, 8987, 8987, 8986, 9444, 9444, 9444, 9444, 9444, 9444, 9444, 9444, 9444, 9444
1779, 9355, 9355, 8986, 8986, 8985, 9355, 9355, 9355, 9355, 9355, 9355, 9355, 9355, 9355, 9355
8896, 9300, 9300, 8985, 8985, 8984, 9300, 9300, 9300, 9300, 9300, 9300, 9300, 9300, 9300, 9300
2797, 8946, 8946, 8984, 8984, 8983, 8946, 8946, 8946, 8946, 8946, 8946, 8946, 8946, 8946, 8946
8792, 9526, 9526, 8983, 8983, 8982, 9526, 9526, 9526, 9526, 9526, 9526, 9526, 9526, 9526, 9526
171, 8149, 8149, 8982, 8982, 8981, 8149, 8149, 8149, 8149, 8149, 8149, 8149, 8149, 8149, 8149
5358, 9431, 9431, 8981, 8981, 8980, 9431, 9431, 9431, 9431, 9431, 9431, 9431, 9431, 9431, 9431
7078, 8704, 8704, 8980, 8980, 8979, 8704, 8704, 8704, 8704, 8704, 8704, 8704, 8704, 8704, 8704
2022, 8951, 8951, 8979, 8979, 8978, 8951, 8951, 8951, 8951, 8951, 8951, 8951, 8951, 8951, 8951
1357, 8180, 8180, 8978, 8978, 8977, 8180, 8180, 8180, 8180, 8180, 8180, 8180, 8180, 8180, 8180
2987, 8238, 8238, 8977, 8977, 8976, 8238, 8238, 8238, 8238, 8238, 8238, 8238, 8238, 8238, 8238
1448, 8614, 8614, 8976, 8976, 8975, 8614, 8614, 8614, 8614, 8614, 8614, 8614, 8614, 8614, 8614
8583, 8218, 8218, 8975, 8975, 8974, 8218, 8218, 8218, 8218, 8218, 8218, 8218, 8218, 8218, 8218
4352, 9215, 9215, 8974, 8974, 8973, 9215, 9215, 9215, 9215, 9215, 9215, 9215, 9215, 9215, 9215
8614, 8331, 8331, 8973, 8973, 8972, 8331, 8331, 8331, 8331, 8331, 8331, 8331, 8331, 8331, 8331
7546, 8225, 8225, 8972, 8972, 8971, 8225, 8225, 8225, 8230, 8225, 8225, 8225, 8225, 8225, 8225
3517, 8232, 8232, 8971, 8971, 8970, 8232, 8232, 8232, 8232, 8232, 8232, 8232, 8232, 8232, 8232
1525, 8242, 8242, 8970, 8970, 8969, 8242, 8242, 8242, 8522, 8242, 8242, 8242, 8242, 8242, 8242
1051, 8831, 8831, 8969, 8969, 8968, 8831, 8831, 8831, 8831, 8831, 8831, 8831, 8831, 8831, 8831
6280, 8255, 8255, 8968, 8968, 8967, 8255, 8255, 8255, 8985, 8255, 8255, 8255, 8255, 8255, 8255
1032, 9357, 9357, 8967, 8967, 8966, 9357, 9357, 9357, 9357, 9357, 9357, 9357, 9357, 9357, 9357
6586, 6952, 6952, 8966, 8966, 8965, 6952, 6952, 6952, 7191, 6952, 6952, 6952, 6952, 6952, 6952
4159, 8345, 8345, 8965, 8965, 8964, 8345, 8345, 8345, 8345, 8345, 8345, 8345, 8345, 8345, 8345
4340, 9238, 9238, 8964, 8964, 8963, 9238, 9238, 9238, 9238, 9238, 9238, 9238, 9238, 9238, 9238
1036, 8773, 8773, 8963, 8963, 8962, 8773, 8773, 8773, 8773, 8773, 8773, 8773, 8773, 8773, 8773
3456, 8307, 8307, 8962, 8962, 8961, 8307, 8307, 8307, 8307, 8307, 8307, 8307, 8307, 8307, 8307
808, 9293, 9293, 8961, 8961, 8960, 9293, 9293, 9293, 9293, 9293, 9293, 9293, 9293, 9293, 9293
1039, 6496, 6496, 8960, 8960, 8959, 6496, 6496, 6496, 7870, 6496, 6496, 6496, 6496, 6496, 6496
7404, 8557, 8557, 8959, 8959, 8958, 8557, 8557, 8557, 8557, 8557, 8557, 8557, 8557, 8557, 8557
5772, 8337, 8337, 8958, 8958, 8957, 8337, 8337, 8337, 8824, 8337, 8337, 8337, 8337, 8337, 8337
7664, 9016, 9016, 8957, 8957, 8956, 9016, 9016, 9016, 9016, 9016, 9016, 9016, 9016, 9016, 9016
7096, 8658, 8658, 8956, 8956, 8955, 8658, 8658, 8658, 8658, 8658, 8658, 8658, 8658, 8658, 8658
7679, 8945, 8945, 8955, 8955, 8954, 8945, 8945, 8945, 8945, 8945, 8945, 8945, 8945, 8945, 8945
7610, 8370, 8370, 8954, 8954, 8953, 8370, 8370, 8370, 9310, 8370, 8370, 8370, 8370, 8370, 8370
6312, 9617, 9617, 8953, 8953, 8952, 9617, 9617, 9617, 9617, 9617, 9617, 9617, 9617, 9617, 9617
3490, 8731, 8731, 8952, 8952, 8951, 8731, 8731, 8731, 8731, 8731, 8731, 8731, 8731, 8731, 8731
4255, 8508, 8508, 8951, 8951, 8950, 8508, 8508, 8508, 8508, 8508, 8508, 8508, 8508, 8508, 8508
4866, 9542, 9542, 8950, 8950, 8949, 9542, 9542, 9542, 9542, 9542, 9542, 9542, 9542, 9542, 9542
8131, 9817, 9817, 8949, 8949, 8948, 9817, 9817, 9817, 9817, 9817, 9817, 9817, 9817, 9817, 9817
8557, 8910, 8910, 8948, 8948, 8947, 8910, 8910, 8910, 8910, 8910, 8910, 8910, 8910, 8910, 8910
3306, 9084, 9084, 8947, 8947, 8946, 9084, 9084, 9084, 9084, 9084, 9084, 9084, 9084, 9084, 9084
3781, 8131, 8131, 8946, 8946, 8945, 8131, 8131, 8131, 8440, 8131, 8131, 8131, 8131, 8131, 8131
4370, 8442, 8442, 8945, 8945, 8944, 8442, 8442, 8442, 8442, 8442, 8442, 8442, 8442, 8442, 8442
7210, 8452, 8452, 8944, 8944, 8943, 8452, 8452, 8452, 8452, 8452, 8452, 8452, 8452, 8452, 8452
1056, 8457, 8457, 8943, 8943, 8942, 8457, 8457, 8457, 8457, 8457, 8457, 8457, 8457, 8457, 8457
1057, 8908, 8908, 8942, 8942, 8941, 8908, 8908, 8908, 8908, 8908, 8908, 8908, 8908, 8908, 8908
39, 9136, 9136, 8941, 8941, 8940, 9136, 9136, 9136, 9136, 9136, 9136, 9136, 9136, 9136, 9136
7888, 9212, 9212, 8940, 8940, 8939, 9212, 9212, 9212, 9212, 9212, 9212, 9212, 9212, 9212, 9212
3132, 8899, 8899, 8939, 8939, 8938, 8899, 8899, 8899, 8899, 8899, 8899, 8899, 8899, 8899, 8899
5994, 8496, 8496, 8938, 8938, 8937, 8496, 8496, 8496, 8500, 8496, 8496, 8496, 8496, 8496, 8496
1062, 9041, 9041, 8937, 8937, 8936, 9041, 9041, 9041, 9041, 9041, 9041, 9041, 9041, 9041, 9041
6624, 9060, 9060, 8936, 8936, 8935, 9060, 9060, 9060, 9060, 9060, 9060, 9060, 9060, 9060, 9060
8929, 8929, 8929, 8935, 8935, 8934, 8929, 8929, 8929, 8929, 8929, 8929, 8929, 8929, 8929, 8929
1065, 8531, 8531, 8934, 8934, 8933, 8531, 8531, 8531, 8531, 8531, 8531, 8531, 8531, 8531, 8531
1066, 8640, 8640, 8933, 8933, 8932, 8640, 8640, 8640, 8640, 8640, 8640, 8640, 8640, 8640, 8640
7154, 7820, 7820, 8932, 8932, 8931, 7820, 7820, 7820, 8544, 7820, 7820, 7820, 7820, 7820, 7820
5622, 8552, 8552, 8931, 8931, 8930, 8552, 8552, 8552, 8552, 8552, 8552, 8552, 8552, 8552, 8552
6950, 8565, 8565, 8930, 8930, 8929, 8565, 8565, 8565, 8565, 8565, 8565, 8565, 8565, 8565, 8565
4445, 7690, 7690, 8929, 8929, 8928, 7690, 7690, 7690, 7690, 7690, 7690, 7690, 7690, 7690, 7690
3996, 9042, 9042, 8928, 8928, 8927, 9042, 9042, 9042, 9042, 9042, 9042, 9042, 9042, 9042, 9042
5245, 9338, 9338, 8927, 8927, 8926, 9338, 9338, 9338, 9338, 9338, 9338, 9338, 9338, 9338, 9338
